RegionID,SizeRank,RegionName,RegionType,StateName,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023
40,10,New Jersey,state,,"593,408.72","592,840.31","591,794.17","591,547.97","592,164.42","593,370.45","595,149.24","597,310.74","600,194.70","602,751.00","604,177.54","603,914.83","602,723.76","603,526.67","607,875.04","615,333.02","624,568.36","634,459.87","643,555.49","652,678.27","661,120.57","670,313.08","679,487.05","688,378.57","695,965.00","701,003.33","704,715.31","708,541.17","714,094.50","720,066.46","726,363.12","733,057.61","742,254.64","753,091.42","764,752.67","774,916.96","780,468.50","780,617.18","776,517.29","773,073.48","771,173.78","769,823.76","770,023.00","770,577.23","773,515.11","776,188.98","780,695.41","786,469.30","793,233.56"
56,11,Virginia,state,,"510,476.01","511,074.18","511,829.45","513,219.99","515,111.58","517,616.84","520,543.23","523,729.39","526,906.19","529,476.04","530,653.10","530,864.23","531,310.99","533,927.53","539,080.45","545,893.05","553,431.93","560,606.18","567,272.12","573,963.38","580,892.22","588,668.80","596,891.22","604,591.04","609,751.60","611,904.62","611,983.99","612,422.00","614,422.62","618,317.30","624,903.50","633,562.15","644,545.61","655,389.99","664,409.79","669,586.32","669,294.23","664,861.07","658,277.19","653,537.15","650,718.44","648,591.09","646,751.60","645,353.86","646,315.76","648,379.38","652,258.60","657,086.31","662,906.04"
59,12,Washington,state,,"682,612.10","682,914.49","683,069.40","684,654.60","687,254.54","690,846.60","694,474.91","699,202.37","705,169.01","711,812.50","715,888.60","717,714.03","719,351.41","724,659.61","734,493.57","746,761.96","760,478.80","773,383.99","785,531.02","797,320.32","810,300.46","826,666.01","845,649.68","864,636.36","879,484.16","887,824.31","892,383.73","896,592.24","903,898.78","915,017.94","934,076.68","960,035.51","992,295.21","1,022,734.61","1,044,928.11","1,053,175.05","1,044,791.37","1,025,636.85","1,002,887.61","986,640.73","976,855.82","968,818.35","960,388.24","951,318.34","944,427.08","939,019.28","938,251.36","942,276.11","949,432.13"
8,13,Arizona,state,,"426,893.02","428,286.80","430,334.05","432,751.95","435,412.47","438,040.05","441,085.56","444,386.33","448,104.57","451,486.40","453,714.29","455,299.20","457,412.46","461,565.85","467,863.21","475,410.74","483,676.12","491,857.67","499,858.12","508,372.00","518,179.98","530,224.58","544,332.54","559,292.59","572,977.49","584,289.60","593,594.05","601,985.66","610,061.85","617,740.12","626,221.57","636,619.51","650,558.08","666,857.77","683,190.27","696,150.56","701,752.53","699,611.13","691,426.88","682,683.60","674,283.76","666,051.76","658,715.16","653,666.92","651,968.09","651,687.05","652,757.43","655,382.67","659,224.93"
26,14,Massachusetts,state,,"731,738.31","731,470.63","730,427.58","730,603.15","731,895.05","733,442.62","735,588.58","738,815.60","743,451.31","747,379.66","749,611.59","750,526.83","751,394.63","754,709.70","761,343.13","770,454.61","781,385.86","792,535.25","802,946.45","813,313.24","823,449.69","835,011.56","847,492.67","859,734.87","869,497.74","874,931.96","878,342.79","881,985.01","887,475.99","893,991.99","902,581.57","914,220.49","929,730.13","946,000.72","961,042.15","972,790.04","977,512.25","974,018.43","964,050.08","955,415.65","950,355.47","947,083.29","944,063.50","941,313.60","941,444.13","943,689.92","948,672.25","955,625.11","964,251.60"
53,15,Tennessee,state,,"348,053.40","349,506.00","351,046.96","352,892.97","354,936.96","357,084.96","359,547.05","362,076.64","364,546.33","366,422.37","367,362.47","367,913.32","368,602.33","370,616.60","374,334.64","379,161.91","384,577.18","389,834.33","395,111.04","400,838.27","406,683.27","413,200.28","420,805.69","429,898.15","439,073.27","446,493.48","452,345.49","458,202.30","465,595.01","474,024.72","484,105.33","495,550.96","507,778.21","520,101.58","530,505.46","538,947.65","542,867.12","543,007.50","540,056.75","536,861.96","533,713.71","530,147.60","527,412.75","524,796.09","523,784.27","522,492.14","522,978.14","524,797.03","527,175.13"
22,16,Indiana,state,,"263,533.17","264,582.99","265,495.21","266,590.20","267,946.62","269,294.23","270,614.97","271,953.83","273,591.23","275,173.37","276,293.35","277,252.26","278,565.66","280,892.44","284,416.60","288,575.39","293,317.97","297,861.30","302,004.00","306,098.36","310,414.96","315,299.49","320,589.88","325,773.25","329,827.48","331,977.51","332,794.80","334,128.06","336,574.83","339,801.81","344,544.82","350,572.93","357,817.67","364,913.91","370,753.68","375,332.39","376,941.69","376,481.90","374,167.53","372,314.17","370,986.26","369,822.77","368,421.40","367,898.31","368,937.16","371,067.46","373,556.92","376,178.49","378,623.02"
27,17,Maryland,state,,"502,208.32","502,348.50","502,280.35","502,573.27","503,227.82","504,378.93","505,973.68","507,978.64","510,290.21","512,324.50","513,197.85","513,163.64","513,562.58","515,973.82","520,916.08","527,369.51","534,586.62","541,482.28","547,819.59","554,700.76","562,228.35","570,874.62","579,562.44","587,639.67","593,177.82","595,896.59","596,452.63","597,516.22","599,787.04","603,451.06","608,386.26","614,856.73","623,287.32","632,195.40","640,133.23","645,364.62","645,935.11","642,531.96","636,987.87","633,281.42","631,429.13","630,160.14","629,610.03","629,921.10","632,572.00","635,714.12","639,680.06","643,548.37","647,184.37"
32,18,Missouri,state,,"292,069.63","292,580.10","292,800.24","293,497.20","294,541.02","295,827.16","296,842.22","297,959.46","299,475.30","301,067.07","302,150.70","302,727.71","303,845.65","306,086.13","309,761.71","314,096.53","318,827.51","323,144.51","326,949.03","330,801.82","335,148.73","340,465.33","346,562.08","352,626.66","356,830.08","358,703.03","358,779.95","359,430.09","361,380.08","364,650.69","369,776.63","376,130.27","383,862.27","391,607.29","398,423.19","404,013.30","406,470.25","406,288.43","403,774.95","401,746.15","400,261.85","399,184.27","397,189.23","395,459.80","394,697.06","395,407.82","397,075.35","399,162.70","401,409.22"
60,19,Wisconsin,state,,"340,504.09","341,524.67","342,271.70","343,297.91","344,724.06","346,317.45","348,035.95","349,828.58","351,890.08","353,681.98","354,817.01","355,445.79","356,174.48","358,282.20","362,218.74","367,207.81","372,137.85","376,512.39","380,213.34","384,075.31","387,637.92","392,173.79","397,615.37","403,337.05","408,016.57","410,183.86","410,901.50","411,098.25","412,282.06","414,348.72","417,557.36","421,534.29","426,762.09","432,944.84","438,930.59","443,606.63","445,420.08","444,961.44","443,365.60","442,437.37","442,057.42","441,400.46","441,769.10","442,415.62","444,392.30","445,449.32","447,680.55","450,493.05","454,109.12"
10,20,Colorado,state,,"618,564.28","620,128.05","621,505.31","623,193.42","625,200.66","627,640.40","630,151.53","633,497.26","637,597.74","642,033.21","644,259.53","644,507.08","644,464.66","646,871.45","652,826.65","661,152.33","670,781.13","680,108.75","689,029.78","698,765.92","710,419.44","724,664.67","740,712.70","756,337.26","768,643.94","776,482.54","781,629.04","787,157.70","795,026.52","804,548.59","816,996.25","832,743.06","852,151.04","871,778.37","887,726.32","897,165.88","896,777.65","888,836.94","877,102.97","868,412.81","862,316.71","856,707.23","850,685.78","845,252.70","842,008.14","840,830.36","842,258.57","845,795.07","850,127.98"
31,21,Minnesota,state,,"393,405.69","393,790.96","393,783.06","394,250.49","395,242.62","396,765.40","398,783.84","401,500.07","404,534.09","407,011.34","408,096.02","408,143.56","407,735.35","408,568.57","411,526.51","416,220.67","421,923.55","427,595.37","433,153.95","438,844.45","444,391.68","450,397.55","457,134.56","464,491.23","470,534.26","473,506.35","474,063.62","474,316.03","475,993.43","478,548.65","483,460.69","489,944.82","498,299.06","506,543.27","513,360.11","517,990.02","518,295.61","515,386.70","510,917.51","508,191.92","506,551.76","504,420.42","501,971.07","500,001.02","499,980.35","500,384.09","501,476.80","502,394.79","503,384.24"
51,22,South Carolina,state,,"331,447.18","332,263.21","332,880.55","333,699.15","334,834.60","336,291.73","337,960.22","339,554.17","341,166.42","342,335.57","342,902.39","343,223.24","344,099.07","346,275.65","349,973.01","354,474.48","359,495.86","364,446.38","369,251.55","374,317.46","379,356.37","384,998.91","391,587.46","399,044.72","406,392.10","412,344.03","417,427.01","422,548.48","428,455.09","434,676.19","442,015.11","450,186.71","459,829.32","469,929.12","479,709.05","488,262.30","493,578.86","495,738.29","494,974.91","494,402.60","493,948.80","493,171.07","492,102.13","491,042.61","491,394.56","491,889.90","493,291.70","495,455.92","497,910.27"
4,23,Alabama,state,,"278,686.96","279,895.56","280,938.85","282,218.40","283,981.22","286,024.05","288,112.37","289,900.26","291,463.70","292,627.97","293,422.89","294,342.35","295,693.69","297,896.18","301,088.62","304,774.31","308,939.89","312,731.03","316,266.44","319,825.96","323,357.64","327,478.06","332,256.30","337,685.34","342,953.03","346,886.39","349,706.58","352,297.35","355,615.46","359,337.08","363,564.34","368,073.58","373,301.70","379,188.61","384,568.38","389,250.85","391,467.55","392,111.72","391,106.35","390,064.98","388,879.53","387,457.88","387,362.39","387,726.95","389,438.71","389,898.47","390,645.89","391,236.92","391,675.11"
25,24,Louisiana,state,,"288,392.08","288,731.77","288,898.32","289,009.03","289,523.98","290,559.55","291,754.01","292,618.87","293,151.24","293,415.97","293,137.20","292,528.60","292,264.66","293,173.21","295,327.05","297,700.37","299,837.56","301,267.67","302,409.23","303,768.37","305,354.11","307,422.22","310,104.38","313,281.60","316,418.51","318,355.96","319,673.61","321,108.03","323,216.87","325,590.68","327,976.18","330,389.24","333,422.26","337,065.36","340,383.28","343,195.76","344,198.55","343,991.12","342,185.66","340,649.96","339,125.66","337,282.98","335,714.22","334,364.71","333,934.30","332,867.75","332,101.07","331,936.57","332,241.60"
